TIME,OPERATION,LAST NAME,FIRST NAME,RESULT
2014-06-10 03:06,Search,Ely, Terry,1979-07-22 15:35 -- Vandalism; 
2014-06-10 08:55,Record Updated,Travis, Winnie,2014-06-10 08:55 -- Grand Theft Auto
2014-06-10 11:25,Search,Kiernan, David,No record found.
2014-06-10 18:41,Search,Steele, Alvin,No record found.
#######,,,,
2014-06-11 01:36,New Entry,Harper, Ruth,2014-06-11 00:19 -- Theft; 
2014-06-11 11:28,New Entry,Schwandt, Kelly,2014-06-11 11:11 -- Shoplifting; 
2014-06-11 02:48,Record Deleted,Evans, Manuel,2008-04-04 09:59 -- Tax Evasion; 2013-09-22 00:38 -- Assault; 2014-05-12 20:16 -- Identity Theft; 
2014-06-11 06:24,Search,Scott, Roy,1979-10-23 13:29 -- Grand Theft Auto; 1983-06-26 06:51 -- Drunk Driving; 1987-03-01 02:20 -- Assault; 1994-09-20 02:18 -- Arson; 1997-05-07 16:15 -- Shoplifting; 
2014-06-11 10:22,Record Updated,Staggs, Della,2014-06-11 10:22 -- Drunk Driving
2014-06-11 13:08,Search,Farley, Grace,No record found.
2014-06-11 19:08,Search,Jones, Franklin,No record found.
2014-06-11 19:10,Search,Prosser, Eric,1990-01-12 16:54 -- Theft; 1991-10-29 16:02 -- Money Laundering; 2005-09-18 03:50 -- Arson; 2011-08-19 22:18 -- Possession; 
2014-06-11 19:31,Search,Merlin, Elsie,1977-06-19 19:05 -- Vandalism; 1990-08-25 13:48 -- Vandalism; 2004-11-09 02:43 -- Possession; 2014-02-06 19:15 -- Vandalism; 
#######,,,,
2014-06-12 05:05,New Entry,Terrell, Wanda,2014-06-12 03:27 -- Intent to Distribute; 
2014-06-12 11:20,Record Deleted,Swarthout, Loan,1981-04-29 09:19 -- Grand Theft Auto; 2009-11-21 16:55 -- Vandalism; 
2014-06-12 11:48,Search,Hopkins, Juan,1997-02-22 18:56 -- Grand Theft Auto; 1998-02-07 03:43 -- Money Laundering; 2002-11-14 19:13 -- Tax Evasion; 2011-05-10 08:46 -- Grand Theft Auto; 
2014-06-12 18:13,Search,Hayden, Jerald,No record found.
2014-06-12 23:09,Record Updated,Emery, Eugene,2014-06-12 23:09 -- Grand Theft Auto
#######,,,,
2014-06-13 17:03,New Entry,Page, Della,2014-06-13 00:43 -- Intent to Distribute; 
2014-06-13 20:39,New Entry,Panella, Benjamin,2014-06-13 07:32 -- Intent to Distribute; 2014-06-13 11:42 -- Grand Theft Auto; 2014-06-13 12:35 -- Identity Theft; 
2014-06-13 00:28,Record Updated,Adkison, Michael,2014-06-13 00:28 -- Identity Theft
2014-06-13 06:22,Search,Vicente, Barry,1982-07-22 01:03 -- Identity Theft; 1984-08-18 20:54 -- Vandalism; 1991-07-01 22:41 -- Tax Evasion; 1996-07-12 08:31 -- Arson; 2003-08-30 03:56 -- Money Laundering; 
2014-06-13 10:45,Search,Hicks, Amanda,No record found.
2014-06-13 12:47,Search,McNamee, Michael,No record found.
2014-06-13 12:56,Search,Perez, Gayle,No record found.
2014-06-13 17:42,Record Updated,Perdue, Stan,2014-06-13 17:42 -- Breaking and Entering
2014-06-13 19:51,Record Updated,Akins, Mandy,2014-06-13 19:51 -- Tax Evasion
2014-06-13 22:46,Record Updated,Wood, Robert,2014-06-13 22:46 -- Money Laundering
#######,,,,
2014-06-14 13:54,New Entry,Hartley, Ernest,2014-06-14 05:40 -- Money Laundering; 2014-06-14 12:38 -- Assault; 
2014-06-14 02:45,Record Updated,Bailey, Julie,2014-06-14 02:45 -- Tax Evasion
2014-06-14 04:43,Search,Madsen, Audrey,No record found.
2014-06-14 05:06,Search,Munson, Daniel,No record found.
2014-06-14 09:26,Search,Thorne, Ronald,1993-06-07 07:46 -- Grand Theft Auto; 1995-05-09 10:43 -- Vandalism; 2012-05-17 13:07 -- Intent to Distribute; 2013-11-18 13:03 -- Shoplifting; 
2014-06-14 11:09,Search,Conley, Michael,2014-03-28 01:02 -- Possession; 2014-03-28 01:06 -- Grand Theft Auto; 
2014-06-14 13:25,Search,Rook, Kristin,2014-04-03 03:37 -- Assault; 2014-04-03 10:57 -- Vandalism; 
2014-06-14 18:23,Record Updated,Todd, John,2014-06-14 18:23 -- Intent to Distribute
2014-06-14 18:36,Search,Lindsey, Charlene,No record found.
2014-06-14 18:53,Search,Franco, Todd,No record found.
2014-06-14 20:19,Search,Schaffer, Ben,No record found.
#######,,,,
2014-06-15 02:37,New Entry,Murillo, Agustin,2014-06-15 02:14 -- Breaking and Entering; 
2014-06-15 06:03,New Entry,Quintanilla, Rose,2014-06-15 01:41 -- Breaking and Entering; 2014-06-15 05:18 -- Drunk Driving; 
2014-06-15 08:12,Record Deleted,Hopkins, Juan,1997-02-22 18:56 -- Grand Theft Auto; 1998-02-07 03:43 -- Money Laundering; 2002-11-14 19:13 -- Tax Evasion; 2011-05-10 08:46 -- Grand Theft Auto; 
2014-06-15 12:38,Search,Hammond, Randy,No record found.
2014-06-15 14:05,Search,Macias, Pete,No record found.
2014-06-15 21:09,Search,Abbott, Ethan,No record found.
#######,,,,
2014-06-16 03:39,New Entry,Watkins, Scott,2014-06-16 02:22 -- Identity Theft; 
2014-06-16 05:39,New Entry,Carlisle, Linda,2014-06-16 00:32 -- Shoplifting; 2014-06-16 02:31 -- Vandalism; 2014-06-16 03:50 -- Money Laundering; 
2014-06-16 16:09,New Entry,Sims, Alan,2014-06-16 07:34 -- Breaking and Entering; 
2014-06-16 01:30,Search,Leber, Alice,No record found.
2014-06-16 05:40,Record Deleted,Stiles, Annette,2014-03-28 01:44 -- Shoplifting; 2014-03-28 10:44 -- Intent to Distribute; 
2014-06-16 09:26,Search,Baker, Melanie,No record found.
#######,,,,
2014-06-17 06:57,New Entry,Sharp, Chelsea,2014-06-17 00:53 -- Drunk Driving; 
2014-06-17 01:24,Search,Allen, Alexander,No record found.
2014-06-17 01:53,Search,Schaff, Patricia,1985-03-01 05:58 -- Shoplifting; 1991-04-02 12:04 -- Arson; 2014-04-13 17:22 -- Intent to Distribute; 
2014-06-17 02:55,Record Updated,Warner, Lindy,2014-06-17 02:55 -- Intent to Distribute
2014-06-17 06:00,Search,Moy, Jennifer,No record found.
2014-06-17 07:53,Search,Sanchez, Samantha,1982-11-25 01:04 -- Shoplifting; 1987-02-27 02:35 -- Theft; 
2014-06-17 12:22,Search,French, Lori,1988-05-04 16:47 -- Assault; 2000-11-28 13:22 -- Grand Theft Auto; 2002-07-05 14:28 -- Vandalism; 
2014-06-17 15:36,Record Updated,Stalker, Maurice,2014-06-17 15:36 -- Vandalism
2014-06-17 16:15,Record Updated,Frazier, Eleanor,2014-06-17 16:15 -- Grand Theft Auto
2014-06-17 19:29,Search,Rodriguez, Kristina,No record found.
#######,,,,
2014-06-18 17:53,New Entry,Lee, Robert,2014-06-18 00:51 -- Grand Theft Auto; 
2014-06-18 03:57,Search,Burbank, Michael,2014-05-01 02:02 -- Theft; 
2014-06-18 10:42,Search,Taub, Violet,No record found.
2014-06-18 12:08,Search,Zhang, Michael,No record found.
2014-06-18 12:52,Search,Dietrich, Jacqueline,No record found.
2014-06-18 18:52,Search,Wardell, Randall,No record found.
#######,,,,
2014-06-19 05:14,New Entry,McNamee, Michael,2014-06-19 04:06 -- Vandalism; 
2014-06-19 05:47,New Entry,Witt, Steve,2014-06-19 00:31 -- Theft; 2014-06-19 03:00 -- Arson; 
2014-06-19 08:52,New Entry,Murrill, Travis,2014-06-19 03:41 -- Possession; 2014-06-19 04:25 -- Theft; 2014-06-19 07:59 -- Possession; 
2014-06-19 07:46,Record Updated,Lee, Robert,2014-06-19 07:46 -- Theft
2014-06-19 12:48,Search,Knox, Gary,No record found.
2014-06-19 20:56,Search,Katz, Roderick,No record found.
#######,,,,
2014-06-20 03:31,New Entry,Dinapoli, Betty,2014-06-20 01:19 -- Possession; 2014-06-20 01:42 -- Vandalism; 2014-06-20 02:20 -- Shoplifting; 
2014-06-20 10:55,New Entry,Costa, Kristie,2014-06-20 06:40 -- Arson; 
2014-06-20 19:16,New Entry,McHenry, Dirk,2014-06-20 02:41 -- Grand Theft Auto; 2014-06-20 04:55 -- Intent to Distribute; 2014-06-20 14:09 -- Money Laundering; 
2014-06-20 00:28,Search,Xiong, Frances,2014-06-01 01:19 -- Breaking and Entering; 2014-06-01 02:55 -- Tax Evasion; 2014-06-01 05:43 -- Assault; 
2014-06-20 01:50,Search,Brown, Brian,1980-11-14 17:07 -- Intent to Distribute; 1984-08-21 09:47 -- Money Laundering; 2009-12-16 23:03 -- Theft; 
2014-06-20 03:46,Search,Williams, Claire,1992-07-15 22:39 -- Assault; 1994-11-06 11:59 -- Drunk Driving; 1999-05-01 16:06 -- Possession; 
2014-06-20 04:11,Search,Keo, John,No record found.
2014-06-20 11:19,Search,Klingbeil, Manuel,1985-01-27 03:40 -- Grand Theft Auto; 1995-01-12 22:59 -- Drunk Driving; 1996-06-16 15:14 -- Breaking and Entering; 2002-08-30 19:53 -- Theft; 2005-05-24 10:37 -- Tax Evasion; 
2014-06-20 14:35,Search,McCoy, Christopher,No record found.
2014-06-20 14:51,Search,Perry, Ruth,1976-11-25 12:36 -- Vandalism; 1983-11-15 14:12 -- Arson; 1993-03-25 00:53 -- Grand Theft Auto; 2004-06-24 17:25 -- Drunk Driving; 2007-09-14 04:07 -- Breaking and Entering; 
2014-06-20 16:31,Search,Freels, Jessica,No record found.
2014-06-20 18:03,Search,Brawley, Caroline,1989-02-24 18:41 -- Grand Theft Auto; 2007-09-05 23:14 -- Vandalism; 2010-02-11 05:57 -- Vandalism; 
#######,,,,
2014-06-21 08:59,New Entry,Harris, Jutta,2014-06-21 04:48 -- Intent to Distribute; 2014-06-21 06:52 -- Assault; 2014-06-21 07:30 -- Grand Theft Auto; 
2014-06-21 11:06,Search,Reed, Anabel,No record found.
2014-06-21 14:43,Search,Kyler, Milton,1979-11-11 17:34 -- Tax Evasion; 1998-06-01 02:17 -- Theft; 
2014-06-21 15:45,Search,Lopez, Gary,No record found.
2014-06-21 16:21,Search,Farr, Michael,No record found.
2014-06-21 20:41,Search,Webb, Sara,1983-01-26 00:34 -- Arson; 1988-04-22 11:41 -- Breaking and Entering; 1989-12-11 13:32 -- Identity Theft; 2012-12-08 14:34 -- Theft; 2013-05-02 03:42 -- Intent to Distribute; 
#######,,,,
2014-06-22 21:18,New Entry,Lee, Lanette,2014-06-22 02:00 -- Theft; 2014-06-22 18:03 -- Shoplifting; 
2014-06-22 15:47,Search,Robertson, Gina,No record found.
2014-06-22 16:11,Search,Lange, Marjorie,No record found.
2014-06-22 16:27,Search,Mayfield, Joseph,1997-04-12 13:20 -- Breaking and Entering; 2000-04-20 10:58 -- Intent to Distribute; 2001-03-29 13:11 -- Theft; 2005-02-18 14:16 -- Possession; 
2014-06-22 19:18,Search,Nichols, Robert,No record found.
2014-06-22 20:16,Search,Hires, Annamae,2014-03-15 05:15 -- Shoplifting; 
2014-06-22 23:57,Search,Wagner, Ashley,No record found.
#######,,,,
2014-06-23 01:55,New Entry,Hill, Syble,2014-06-23 00:26 -- Money Laundering; 2014-06-23 00:31 -- Grand Theft Auto; 2014-06-23 00:42 -- Possession; 
2014-06-23 08:05,New Entry,McCray, Lorenzo,2014-06-23 07:36 -- Assault; 
2014-06-23 09:53,New Entry,Russell, Lamar,2014-06-23 01:37 -- Assault; 2014-06-23 03:38 -- Vandalism; 2014-06-23 08:15 -- Shoplifting; 
2014-06-23 04:05,Search,Snodgrass, Joyce,No record found.
2014-06-23 05:04,Search,Carter, Mary,No record found.
2014-06-23 05:45,Search,Tanner, Laure,No record found.
2014-06-23 09:09,Search,Craig, Michael,No record found.
2014-06-23 10:27,Search,Bauman, Mark,No record found.
2014-06-23 22:25,Search,Chavis, Lucille,No record found.
#######,,,,
2014-06-24 19:35,New Entry,Boyle, Gabriele,2014-06-24 01:36 -- Breaking and Entering; 2014-06-24 08:49 -- Drunk Driving; 2014-06-24 09:38 -- Drunk Driving; 
2014-06-24 01:48,Search,Myers, Carlos,2014-03-01 00:25 -- Grand Theft Auto; 2014-03-01 08:12 -- Vandalism; 2014-03-01 09:07 -- Shoplifting; 
2014-06-24 04:36,Search,Reimann, Darwin,No record found.
2014-06-24 05:32,Record Updated,Dean, Bob,2014-06-24 05:32 -- Breaking and Entering
2014-06-24 06:04,Search,Alexander, Phillip,No record found.
2014-06-24 08:42,Search,Parker, Diane,1983-03-07 15:49 -- Assault; 1995-01-28 12:59 -- Money Laundering; 1999-05-13 18:46 -- Grand Theft Auto; 2001-07-20 05:21 -- Drunk Driving; 2003-12-30 15:59 -- Grand Theft Auto; 
2014-06-24 15:53,Record Updated,Mershon, Shannon,2014-06-24 15:53 -- Drunk Driving
2014-06-24 18:44,Search,Forsythe, Pamela,No record found.
2014-06-24 18:51,Search,Freeman, Rachael,No record found.
2014-06-24 19:59,Search,May, Latoya,No record found.
2014-06-24 20:32,Search,Schaffer, Ben,No record found.
#######,,,,
2014-06-25 00:19,New Entry,Brinkerhoff, Stephanie,2014-06-25 00:13 -- Grand Theft Auto; 
2014-06-25 10:03,New Entry,Darby, David,2014-06-25 00:53 -- Identity Theft; 
2014-06-25 03:58,Search,Robertson, Lynette,1976-11-27 21:09 -- Shoplifting; 1978-09-08 15:05 -- Intent to Distribute; 2002-01-03 16:53 -- Money Laundering; 2004-01-10 14:13 -- Money Laundering; 2006-11-10 00:25 -- Assault; 
2014-06-25 21:06,Search,Mulder, Louise,No record found.
2014-06-25 21:45,Search,Hernandez, Marie,No record found.
#######,,,,
2014-06-26 12:47,New Entry,Akins, Lynn,2014-06-26 09:28 -- Possession; 
2014-06-26 14:31,New Entry,Mendez, William,2014-06-26 07:34 -- Identity Theft; 2014-06-26 10:06 -- Shoplifting; 
2014-06-26 03:21,Search,Harris, Angelo,No record found.
2014-06-26 10:06,Record Updated,Prosser, Eric,2014-06-26 10:06 -- Identity Theft
2014-06-26 12:01,Record Updated,Holland, Nicolas,2014-06-26 12:01 -- Tax Evasion
2014-06-26 14:11,Search,Johnson, Toni,No record found.
2014-06-26 14:47,Search,Foshee, Maria,1982-09-08 17:07 -- Money Laundering; 1988-03-14 11:43 -- Tax Evasion; 1990-11-27 19:03 -- Arson; 
2014-06-26 15:04,Search,Carter, Luis,1980-07-17 22:19 -- Breaking and Entering; 2012-02-18 17:39 -- Money Laundering; 
#######,,,,
2014-06-27 06:11,New Entry,Gibson, Stuart,2014-06-27 01:32 -- Money Laundering; 2014-06-27 02:59 -- Tax Evasion; 
2014-06-27 06:57,New Entry,Richey, Richard,2014-06-27 01:43 -- Arson; 2014-06-27 03:53 -- Theft; 
2014-06-27 01:55,Search,Oritz, Donald,No record found.
2014-06-27 04:06,Search,Walker, Michael,No record found.
2014-06-27 07:51,Search,Cunningham, Gracie,2014-02-11 03:06 -- Shoplifting; 
2014-06-27 09:33,Record Updated,Henley, Phyllis,2014-06-27 09:33 -- Breaking and Entering
2014-06-27 10:19,Search,Smith, Patrick,No record found.
2014-06-27 14:24,Search,Bradbury, Michelle,2014-04-20 01:56 -- Grand Theft Auto; 
2014-06-27 14:53,Search,Mathews, Patricia,1977-11-17 04:16 -- Tax Evasion; 1979-12-08 12:35 -- Assault; 2008-11-27 15:41 -- Arson; 
2014-06-27 20:56,Search,Phillips, Sandra,1976-01-29 23:35 -- Breaking and Entering; 1978-11-26 15:41 -- Possession; 1980-12-23 10:59 -- Possession; 1996-04-09 01:38 -- Tax Evasion; 1996-08-15 19:55 -- Grand Theft Auto; 
#######,,,,
2014-06-28 15:32,New Entry,Blair, Robert,2014-06-28 06:04 -- Shoplifting; 2014-06-28 10:56 -- Possession; 
2014-06-28 19:47,New Entry,David, Dorothy,2014-06-28 01:54 -- Theft; 2014-06-28 07:14 -- Tax Evasion; 2014-06-28 08:08 -- Intent to Distribute; 
2014-06-28 23:13,New Entry,Miller, David,2014-06-28 04:30 -- Grand Theft Auto; 2014-06-28 20:57 -- Identity Theft; 
2014-06-28 05:38,Search,Steck, Megan,No record found.
2014-06-28 18:16,Search,Sheehan, Alaina,No record found.
2014-06-28 19:09,Record Updated,Gray, James,2014-06-28 19:09 -- Identity Theft
#######,,,,
2014-06-29 01:13,New Entry,Shaeffer, Quentin,2014-06-29 00:01 -- Drunk Driving; 2014-06-29 00:26 -- Theft; 2014-06-29 00:30 -- Grand Theft Auto; 
2014-06-29 15:32,New Entry,Tinker, Laura,2014-06-29 03:11 -- Tax Evasion; 2014-06-29 06:32 -- Vandalism; 2014-06-29 09:01 -- Grand Theft Auto; 
2014-06-29 09:38,Search,Lantz, Timothy,No record found.
2014-06-29 17:38,Search,Smith, Patrick,No record found.
2014-06-29 18:14,Search,Casas, Krystal,1976-03-12 09:27 -- Possession; 1999-04-16 08:14 -- Possession; 
2014-06-29 20:19,Search,McLaughlin, Maria,No record found.
#######,,,,
2014-06-30 09:48,New Entry,Smith, Drusilla,2014-06-30 06:03 -- Shoplifting; 2014-06-30 06:47 -- Tax Evasion; 
2014-06-30 03:47,Search,Conger, Rosa,No record found.
2014-06-30 11:56,Search,Sanders, Brooke,1983-12-22 07:17 -- Possession; 
2014-06-30 18:25,Search,Williams, David,1977-09-03 23:08 -- Drunk Driving; 1988-04-13 12:38 -- Arson; 2011-11-30 08:55 -- Vandalism; 
2014-06-30 20:02,Record Deleted,Hires, Annamae,2014-03-15 05:15 -- Shoplifting; 
#######,,,,
2014-07-01 03:29,New Entry,Klima, Susan,2014-07-01 01:13 -- Breaking and Entering; 
2014-07-01 00:13,Search,Allen, Alexander,No record found.
2014-07-01 03:08,Search,Williams, Annette,No record found.
2014-07-01 06:27,Search,Fricke, Barbara,No record found.
2014-07-01 13:24,Search,Henderson, Jamee,No record found.
#######,,,,
2014-07-02 01:02,New Entry,White, Julia,2014-07-02 00:07 -- Money Laundering; 2014-07-02 00:09 -- Money Laundering; 2014-07-02 00:20 -- Theft; 
2014-07-02 06:20,New Entry,Watts, Seymour,2014-07-02 00:49 -- Theft; 2014-07-02 01:57 -- Grand Theft Auto; 2014-07-02 03:35 -- Tax Evasion; 
2014-07-02 06:43,New Entry,Williams, Alex,2014-07-02 03:37 -- Intent to Distribute; 2014-07-02 04:05 -- Possession; 
2014-07-02 00:22,Search,Clark, Garry,No record found.
2014-07-02 06:51,Search,McCormick, Christopher,1983-10-14 07:50 -- Shoplifting; 
2014-07-02 11:56,Record Updated,Horowitz, Norman,2014-07-02 11:56 -- Tax Evasion
2014-07-02 13:34,Search,Lam, Clifford,1987-12-23 03:41 -- Identity Theft; 2005-08-22 18:55 -- Tax Evasion; 
2014-07-02 14:25,Search,Gifford, Eddie,No record found.
2014-07-02 21:27,Search,Travis, Kirsten,2014-01-03 00:59 -- Shoplifting; 2014-01-03 01:19 -- Money Laundering; 
#######,,,,
2014-07-03 22:08,New Entry,Delong, Isabelle,2014-07-03 18:44 -- Theft; 2014-07-03 21:16 -- Vandalism; 
2014-07-03 06:36,Search,Castleberry, Carlene,No record found.
2014-07-03 15:47,Search,Foster, Nina,1996-03-11 21:16 -- Money Laundering; 1997-05-09 14:38 -- Intent to Distribute; 2004-11-14 19:12 -- Drunk Driving; 2005-09-19 23:52 -- Identity Theft; 2012-05-23 00:56 -- Assault; 
#######,,,,
2014-07-04 06:28,New Entry,Allen, James,2014-07-04 02:59 -- Intent to Distribute; 2014-07-04 06:23 -- Drunk Driving; 
2014-07-04 17:30,New Entry,Caballero, Mark,2014-07-04 15:12 -- Shoplifting; 
2014-07-04 04:55,Search,Bates, Jaime,No record found.
2014-07-04 06:47,Search,Cox, Kirsten,2014-04-06 00:36 -- Breaking and Entering; 2014-04-06 03:12 -- Identity Theft; 
2014-07-04 09:51,Record Deleted,McCarty, Judy,1993-06-26 03:03 -- Intent to Distribute; 1995-02-21 21:00 -- Intent to Distribute; 1997-12-17 10:45 -- Intent to Distribute; 2007-10-03 10:27 -- Shoplifting; 2008-09-27 07:05 -- Assault; 2014-03-18 11:05 -- Identity Theft; 
2014-07-04 17:08,Search,Mello, Donald,No record found.
#######,,,,
2014-07-05 15:02,New Entry,Brown, Keith,2014-07-05 00:43 -- Grand Theft Auto; 2014-07-05 04:45 -- Tax Evasion; 2014-07-05 05:40 -- Breaking and Entering; 
2014-07-05 18:05,New Entry,Gardin, Arlene,2014-07-05 05:28 -- Possession; 2014-07-05 09:40 -- Shoplifting; 
2014-07-05 02:52,Search,Graham, Kurt,No record found.
2014-07-05 04:25,Search,Zapata, John,No record found.
2014-07-05 06:05,Search,Carter, Timothy,No record found.
2014-07-05 10:26,Search,Daniels, Charlene,No record found.
2014-07-05 10:32,Search,Lenk, Charles,2011-02-27 08:47 -- Drunk Driving; 
2014-07-05 11:35,Search,Throop, James,No record found.
2014-07-05 13:32,Search,Ott, Daryl,1977-12-19 06:40 -- Assault; 1987-06-16 07:45 -- Theft; 1997-02-11 16:07 -- Arson; 2000-11-29 15:46 -- Money Laundering; 2004-04-06 08:19 -- Money Laundering; 
2014-07-05 17:38,Search,Sullivan, Heidi,1976-09-18 13:42 -- Arson; 1984-05-26 09:32 -- Grand Theft Auto; 1993-11-16 08:30 -- Intent to Distribute; 1995-07-14 21:29 -- Breaking and Entering; 1998-09-13 12:50 -- Theft; 
2014-07-05 21:38,Search,Reyes, William,No record found.
2014-07-05 23:14,Search,Ollis, Brandon,1978-05-10 05:02 -- Identity Theft; 1983-03-20 09:04 -- Identity Theft; 1987-07-24 22:35 -- Vandalism; 1997-03-12 13:24 -- Assault; 2001-08-02 01:39 -- Theft; 
#######,,,,
2014-07-06 00:43,New Entry,Kimbler, Michael,2014-07-06 00:21 -- Theft; 
2014-07-06 08:50,New Entry,Antonio, Esther,2014-07-06 04:40 -- Tax Evasion; 2014-07-06 07:41 -- Tax Evasion; 
2014-07-06 15:47,New Entry,Hinkle, Mary,2014-07-06 11:25 -- Money Laundering; 
2014-07-06 10:33,Search,Barta, Justin,No record found.
2014-07-06 10:38,Search,Hatley, Mae,No record found.
2014-07-06 11:36,Search,Rivera, Harvey,No record found.
2014-07-06 15:20,Search,Henderson, Carol,2014-01-25 03:55 -- Money Laundering; 2014-01-25 06:10 -- Breaking and Entering; 2014-01-25 11:05 -- Drunk Driving; 
2014-07-06 18:15,Search,Thompkins, Tony,No record found.
2014-07-06 20:15,Search,Sanders, Brian,No record found.
2014-07-06 22:17,Search,Snodgrass, Joyce,No record found.
2014-07-06 22:33,Search,Harris, Edith,2014-04-12 00:06 -- Arson; 2014-04-12 00:43 -- Assault; 2014-04-12 01:17 -- Money Laundering; 
2014-07-06 22:50,Search,Sheehan, Alaina,No record found.
#######,,,,
2014-07-07 23:03,New Entry,Bush, Kendall,2014-07-07 00:04 -- Breaking and Entering; 2014-07-07 18:51 -- Possession; 
2014-07-07 01:12,Search,Strickland, Jean,No record found.
2014-07-07 11:03,Search,Domenico, Eddie,2003-06-11 01:30 -- Grand Theft Auto; 2014-03-11 01:51 -- Intent to Distribute; 
2014-07-07 13:15,Search,Weiler, Jewel,No record found.
2014-07-07 13:25,Search,Parr, Miranda,1989-12-31 19:46 -- Grand Theft Auto; 1995-03-31 14:01 -- Drunk Driving; 1997-04-27 15:57 -- Intent to Distribute; 
2014-07-07 15:15,Search,Hollinger, Shawn,No record found.
2014-07-07 16:04,Record Deleted,Thornton, Mildred,2014-02-22 02:41 -- Money Laundering; 2014-02-22 07:43 -- Vandalism; 
2014-07-07 20:45,Search,Holland, Nicolas,1979-01-21 15:29 -- Money Laundering; 1995-09-12 02:56 -- Drunk Driving; 2012-09-14 14:49 -- Money Laundering; 2014-06-26 12:01 -- Tax Evasion; 
2014-07-07 23:35,Search,Keenan, Donna,No record found.
#######,,,,
2014-07-08 04:55,New Entry,Tharp, Phoebe,2014-07-08 00:44 -- Theft; 
2014-07-08 03:36,Record Deleted,Ochs, Shirley,1979-12-27 04:38 -- Intent to Distribute; 1997-12-22 11:17 -- Intent to Distribute; 2010-12-07 18:10 -- Intent to Distribute; 
2014-07-08 04:46,Search,Whittaker, Peggy,1993-09-21 14:00 -- Possession; 2001-01-20 21:38 -- Drunk Driving; 
2014-07-08 12:10,Record Updated,Young, Ted,2014-07-08 12:10 -- Breaking and Entering
2014-07-08 18:43,Search,Bishop, Debra,No record found.
2014-07-08 20:43,Search,Parrett, George,1980-03-25 17:55 -- Vandalism; 1984-04-01 03:57 -- Tax Evasion; 1996-03-15 00:20 -- Identity Theft; 2009-04-15 03:45 -- Breaking and Entering; 
2014-07-08 22:35,Search,Miller, Lisa,No record found.
2014-07-08 22:37,Search,Bean, Kylee,No record found.
#######,,,,
2014-07-09 16:05,New Entry,Atherton, Bobby,2014-07-09 04:26 -- Identity Theft; 2014-07-09 07:17 -- Theft; 2014-07-09 14:42 -- Vandalism; 
2014-07-09 02:13,Search,Smith, William,1981-04-10 18:18 -- Money Laundering; 2013-07-28 04:17 -- Intent to Distribute; 
2014-07-09 02:23,Search,Hollinger, Shawn,No record found.
2014-07-09 03:00,Record Deleted,Nicholson, Bryan,1983-04-09 20:47 -- Grand Theft Auto; 1992-03-09 12:34 -- Shoplifting; 1996-03-21 02:48 -- Grand Theft Auto; 1999-11-12 17:59 -- Breaking and Entering; 2011-02-03 09:14 -- Money Laundering; 
2014-07-09 05:24,Search,Stapleton, Carol,2014-06-04 00:19 -- Possession; 2014-06-04 10:38 -- Tax Evasion; 
2014-07-09 06:11,Search,Nesmith, Felix,1984-01-29 22:17 -- Assault; 1991-04-26 02:05 -- Assault; 1994-03-13 00:00 -- Breaking and Entering; 2005-08-04 00:46 -- Possession; 
2014-07-09 08:45,Record Deleted,Lynch, Hazel,2014-01-07 18:08 -- Grand Theft Auto; 
2014-07-09 08:47,Search,Crosby, Jack,No record found.
2014-07-09 12:26,Search,McFadden, Larry,No record found.
2014-07-09 20:08,Search,Gowen, Robert,No record found.
2014-07-09 23:10,Record Updated,Rodriguez, Alan,2014-07-09 23:10 -- Identity Theft
#######,,,,
2014-07-10 07:22,New Entry,Ramirez, Randy,2014-07-10 01:33 -- Identity Theft; 
2014-07-10 00:54,Search,Divito, Steven,No record found.
2014-07-10 11:14,Search,Harper, Sandra,1980-05-07 00:12 -- Identity Theft; 1988-09-15 11:19 -- Identity Theft; 1995-04-13 20:19 -- Possession; 2014-03-31 19:55 -- Theft; 
2014-07-10 12:22,Search,Bolin, Shari,1980-03-13 15:31 -- Arson; 1990-03-11 14:26 -- Money Laundering; 
#######,,,,
2014-07-11 14:00,New Entry,McNabb, Rina,2014-07-11 02:01 -- Money Laundering; 2014-07-11 02:07 -- Grand Theft Auto; 
2014-07-11 02:56,Search,Pena, Stephanie,1980-04-14 15:30 -- Possession; 1999-03-07 01:16 -- Intent to Distribute; 2000-01-09 23:04 -- Tax Evasion; 2012-01-02 09:58 -- Shoplifting; 
2014-07-11 08:18,Record Updated,Kern, James,2014-07-11 08:18 -- Assault
2014-07-11 11:49,Search,Fields, Charles,1984-10-29 03:14 -- Shoplifting; 2006-02-15 14:45 -- Breaking and Entering; 
2014-07-11 14:41,Search,Clatterbuck, Mabel,No record found.
2014-07-11 19:36,Search,Hall, Virginia,2014-03-06 03:48 -- Assault; 2014-03-06 05:30 -- Possession; 2014-03-06 13:01 -- Assault; 
2014-07-11 21:11,Record Deleted,Costa, Kristie,2014-06-20 06:40 -- Arson; 
2014-07-11 22:00,Record Updated,Sims, Alan,2014-07-11 22:00 -- Grand Theft Auto
2014-07-11 23:20,Search,Davis, Robert,No record found.
#######,,,,
2014-07-12 22:18,New Entry,Astudillo, Fred,2014-07-12 05:10 -- Theft; 2014-07-12 06:27 -- Grand Theft Auto; 2014-07-12 14:58 -- Identity Theft; 
